year|page|table_number|row_number|source_title|source_url|table_column_1|table_column_2|table_column_3|table_column_4|table_column_5|table_column_6|table_column_7|table_column_8
2024|23|32|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Increase Literacy levels in adult and skills awarding 01 Adults registered in literacy classes in Mufulira district 02 Conduct Stakeholders meetings and sensitisations 03 Books and other library materials 04 Furniture and learning materials|- - - -|- - - (0)|- - - -|- - - -|8 2 1,013 164||
2024|23|33|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Number of Exchange visits done to other councils 01 Conduct exchange visits with other councils|-|-|-|-|3||
2024|24|34|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|ECONOMIC CLASSIFICATION|2022 BUDGET|||2023 BUDGET||2024 BUDGET|
2024|24|34|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Approved|Expendit ure||Approved|Expendit ure*|Estimates|
2024|24|34|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure)|- - - -|- - - -||-|-|2,238,325 2,238,325 305,340 305,340|
2024|24|34|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|24|34|5|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|24|34|6|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|24|34|7|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Programme Total|(0)|(0)||-|(0)|2,543,665|
2024|24|35|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|PROGRAMME/SUBPROGRAMME|2022 BUDGET||2023 BUDGET|||2024 BUDGET|
2024|24|35|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Approved|Expendit ure|Approved||Expendit ure*|Estimates|
2024|24|35|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|10 Public Order and Safety 014Building Regulations 018Community Policing 041Fire Protection Services|(0) (0) (0) (0)|(0) (0) (0)|- - - -||(0) (0) (0)|2,543,665 739,390 179,220 1,625,055|
2024|24|35|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Programme Total|(0)|(0)|||- (0)|2,25,4534,36,66565|
2024|25|36|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Key Output and Output Indicator|2022||2023||2024||
2024|25|36|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Target|Actual|Target|Actual*|Target||
2024|25|36|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Improved compliance levels by citizens 01 Disturbances and unruly behavor tackled|-|-|-|-|100||
2024|25|36|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Buildings scruitinized 01 Buildings scruitinized|-|-|-|-|1,322||
2024|25|36|5|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Buildings Inspected 01 Buildings inspected|-|-|-|-|1,322||
2024|25|36|6|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Certificate of Completion issue 01 Certificate of Completion issue|-|-|-|-|1,322||
2024|25|36|7|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Revamping of GIS 01 GIS Revamped|-|-|-|-|1||
2024|25|36|8|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Land Audit Conducted 01 Parcels of lands Audited|-|-|-|-|75||
2024|25|36|9|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Decrease in fire outbreaks 01 Decrease in fire outbreaks 02 Safety training to private and Govt institutions conducted 03 Fire certificates issued|- - (0)|- - (0)|- - (0)|- - (0)|100 5 1,322||
2024|26|37|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|ECONOMIC CLASSIFICATION|2022 BUDGET||||2023 BUDGET||2024 BUDGET
2024|26|37|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Approved|Expendit ure|||Approved|Expendit ure*|Estimates
2024|26|37|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|01Personal Emoluments 01Salaries and Wages 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure) 05Liabilities 01 Outstanding Bills|- - - - - - - -|- - - - - - - -|||-|-|40,562,915 40,562,915 11,481,687 11,481,687 2,981,650 2,981,650 4,853,966 4,853,966
2024|26|37|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||||||-|-|
2024|26|37|5|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||||||-|-|
2024|26|37|6|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||||||-|-|
2024|26|37|7|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||||||-|-|
2024|26|37|8|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||||||-|-|
2024|26|37|9|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||||||-|-|
2024|26|37|10|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||||||-|-|
2024|26|37|11|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Programme Total|(0)|(0)|||-|(0)|59,880,219
2024|27|38|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|PROGRAMME/SUBPROGRAMME|2022 BUDGET||2023 BUDGET|||2024 BUDGET|
2024|27|38|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Approved|Expendit ure|Approved||Expendit ure*|Estimates|
2024|27|38|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|11 Management and Support Services 001(cid:9)Human Resource and Administration 003Public Relations 009Executive Management 016(cid:9)Procurement 028(cid:9)Auditing 029Roads and Drainages 035(cid:9)Accounting 036Legal Services|(0) (0) (0) (0) (0) (0) (0) (0) (0)|(0) (0) (0) (0) (0) (0) (0) (0)|- - - - - - - - -||(0) (0) (0) (0) (0) (0) (0) (0)|59,880,219 47,014,620 153,000 2,318,493 188,780 300,760 3,401,472 5,138,969 1,364,125|
2024|27|38|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Programme Total|(0)|(0)|||- (0)|5599,8,88800,2,21199|
2024|28|39|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Key Output and Output Indicator|2022||2023||2024||
2024|28|39|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Target|Actual|Target|Actual*|Target||
2024|28|39|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Public awareness on services provided 01 Programs conduction for public awareness on service provision|-|-|-|-|1||
2024|28|39|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Community engagement 01 Engagement of the Mufulira District Community in a year|-|-|-|-|2||
2024|28|39|5|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Shows and Exhibits 01 Exhibitions held in a year|-|-|-|-|2||
2024|28|39|6|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Holding of Radio Programs within Mufulira District for Mufulira residents 01 Radio Programs|-|-|-|-|4||
2024|28|39|7|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Monitoring of Council Projects 01 Council projects monitored|-|-|-|-|100||
2024|28|39|8|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Celebration of National Events 01 National Events attended|-|-|-|-|100||
2024|28|39|9|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Enhance Skills & Capabilities 01 percentage of Skills & Capabilities enhanced|-|-|-|-|100||
2024|28|39|10|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Enhanced productivity and optimum utilization of Human capital 01 Percentage of Productivity enhanced on Human Capital|-|-|-|-|100||
2024|28|39|11|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Ward Development Fund projects 01 Number of Ward Funded Projects implemented|-|-|-|-|29||
2024|28|40|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|MTEF preparation 01 Budgets Prepared|-|-|-|-|1||
2024|28|40|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Leases Renewed 01 Percentage of Leases renewed|-|-|-|-|100||
2024|28|40|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Management of Land in Mufulira District 01 Percentage of Land Managed in Mufulira District|-|-|-|-|100||
2024|28|41|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|PREPARATION OF COURT DOCUMENTS 01 Percentage of Court Documents prepared|-|-|-|-|100||
2024|28|41|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|PREPARATION OF TITLE 01 Percentage of title deeds documents prepared|-|-|-|-|100||
2024|28|41|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|MANAGEMENT OF THE DEEDS REGISTRY FOR THE DISTRICT 01 Percentage of management of deeds registry handled|-|-|-|-|100||
2024|28|41|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|REGULATION OF BUSSINES IN THE DISTRICT 01 Business' regulated in the district|-|-|-|-|2,000||
2024|28|41|5|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|MONITORING OF BUSINESS COMPLIANCE LEVELS IN THE DISTRICT 01 Business houses inspected|-|-|-|-|4,000||
2024|28|41|6|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Provide public awareness on Services provided by Mufulira Municipal Council 01 Coverage of Mufulira Municipal Council Service delivered|-|-|-|-|100||
2024|28|42|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Goods and Services Successfully Procured 01 Percentage of Goods and Services successfully procured|-|-|-|-|100||
2024|30|43|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|ECONOMIC CLASSIFICATION|2022 BUDGET|||2023 BUDGET||2024 BUDGET|
2024|30|43|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Approved|Expendit ure||Approved|Expendit ure*|Estimates|
2024|30|43|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|01Personal Emoluments 01Salaries and Wages 02Use of Goods and Services 02General Operations 04Assets 01Non-Financial Assets (Capital Expenditure)|- - - - - -|- - - - - -||-|-|336,000 336,000 3,445,423 3,445,423 534,600 534,600|
2024|30|43|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|30|43|5|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|30|43|6|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|30|43|7|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|30|43|8|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|30|43|9|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Programme Total|(0)|(0)||-|(0)|4,316,023|
2024|30|44|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|PROGRAMME/SUBPROGRAMME|2022 BUDGET||2023 BUDGET|||2024 BUDGET|
2024|30|44|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Approved|Expendit ure|Approved||Expendit ure*|Estimates|
2024|30|44|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|12 Resource Mobilisation and Management 067Revenue Mobilisation and Enhancement|(0) (0)|(0)|- -||(0)|4,316,023 4,316,023|
2024|30|44|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Programme Total|(0)|(0)|||- (0)|4,43,1361,60,20323|
2024|31|45|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Key Output and Output Indicator|2022||2023||2024||
2024|31|45|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Target|Actual|Target|Actual*|Target||
2024|31|45|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Debt Management 01 Automated Revenue Collection points established 02 Revenue Collection reports generated and submitted per week 03 Revenue Officers recruited and trained 04 Mobile Money Payment System launched|- - - -|- - - -|- - - -|- - - -|20 1 25 2||
2024|31|45|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Cash Management 01 Generate a report weekly on Cash Management|-|-|-|-|5||
2024|31|45|5|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Revenue Mobilisation 01 Conduct spot checks 02 Sensitation meetings held for revenue enhancement|- -|- -|- -|- -|12 2||
2024|31|45|6|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Revenue enhancement 01 Introduction of Mobile payment (purchase of 200 Kazang Machines)|-|-|-|-|200||
2024|31|45|7|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Revenue collection 01 Recruiting of 65 part time revenue agents|-|-|-|-|65||
2024|32|46|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|ECONOMIC CLASSIFICATION|2022 BUDGET|||2023 BUDGET||2024 BUDGET|
2024|32|46|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Approved|Expendit ure||Approved|Expendit ure*|Estimates|
2024|32|46|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|01Personal Emoluments 03Personnel Related Costs 01Hospital Health servcies 02Use of Goods and Services 02General Operations 01DHS Management & Support 01Hospital Health servcies 01Primary Health servcies|- - - - - - - -|- - - - - - - -||-|-|26,900 26,900 26,900 6,745,744 6,745,744 537,722 4,193,324 2,014,697|
2024|32|46|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|32|46|5|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|32|46|6|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|32|46|7|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|32|46|8|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|32|46|9|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|32|46|10|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|||||-|-||
2024|32|46|11|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Programme Total|(0)|(0)||-|(0)|6,772,644|
2024|32|47|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|PROGRAMME/SUBPROGRAMME|2022 BUDGET||2023 BUDGET|||2024 BUDGET|
2024|32|47|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Approved|Expendit ure|Approved||Expendit ure*|Estimates|
2024|32|47|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|13 District Health Services 001Primary Health Services 002Hospital Health Services 003DHS Management and Support|(0) (0) (0) (0)|(0) (0) (0)|- - - -||(0) (0) (0)|6,772,644 2,014,697 4,220,224 537,722|
2024|32|47|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Programme Total|(0)|(0)|||- (0)|6,67,7727,26,46444|
2024|33|48|1|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Key Output and Output Indicator|2022||2023||2024||
2024|33|48|2|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf||Target|Actual|Target|Actual*|Target||
2024|33|48|3|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Primary health care services provided 01 Reduce Maternal Mortality Rate in the district 02 Reduce under 5 mortality rate in the district 03 Increase Percentage of deliveries assisted by midwives and skilled personnel|- - -|- - -|- - -|- - -|43 3 85||
2024|33|48|4|Approved Budget 2024|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/12/Approved-Budget-2024.pdf|Control Communicable Diseases (TB, Dysentery, Cholera, STI, HIV/ AIDS) 01 Percentage of TB cases diagnosed and treated among all incident TB cases 02 Percentage of Pregnant Women (those tested) receiving ARVs 03 Diarrhoea incidence in under 5 children 04 Percentage of HIV+ Adult receiving ART 05 Clinical Meetings|- - - - -|- - - - -|- - - - -|- - - - -|95 96 110 100 4||
