record_id|year|data_type|category|revenue_source|budget_amount|budget_status|description|source_title|source_url|source_type
BR2025_0058|2025|Expenditure|Expenditure|02Use of Goods and Services 02General Operations 02Licensing 04Assets 01Non-Financial Assets (Capital Expenditure) 02Licensing|8.820088200882005|Approved Budget|"02Use of Goods and Services 02General Operations 02Licensing 04Assets 01Non-Financial Assets (Capital Expenditure) 02Licensing | - - - - - - | - - - - - - | - - - - - - | - | 88,200 88,200 88,200 53,600 53,600 53,600"|Approved Budget 2025|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/03/Approved-2025-Budget.pdf|Annual Budget
BR2025_0059|2025|Revenue|Expenditure|Levy|1722.0|Actual|"Businesses registered 01 Number of business levy certificates issued | (0) | (0) | (0) | (0) | 1,722"|Approved Budget 2025|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/03/Approved-2025-Budget.pdf|Annual Budget
BR2025_0060|2025|Expenditure|Expenditure|01Personal Emoluments 01Salaries and Wages 01Cemetery and Funeral Services 02Health Inspectorate 02Use of Goods and Services 02General Operations 01Solid Waste Management 02Health Inspectorate 04Assets 01Non-Financial Assets (Capital Expenditure) 01Solid Waste Management|7.890437890432285|Approved Budget|"01Personal Emoluments 01Salaries and Wages 01Cemetery and Funeral Services 02Health Inspectorate 02Use of Goods and Services 02General Operations 01Solid Waste Management 02Health Inspectorate 04Assets 01Non-Financial Assets (Capital Expenditure) 01Solid Waste Management | - - - - - - - - - - - | - - - - - - - - - - - | - - - - 3,000,391 3,000,391 - 2,862,341 117,950 117,950 - | - | 789,043 789,043 228,514 560,529 1,489,479 1,489,479 915,275 504,404 470,000 470,000 470,000"|Approved Budget 2025|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/03/Approved-2025-Budget.pdf|Annual Budget
BR2025_0061|2025|Expenditure|Expenditure|01Personal Emoluments 01Salaries and Wages 01Fire Services 01Parks & Gardens 01Water and Sanitation 02Engineering/ Buildings 02Mechnical Section 04Civil Eng 02Use of Goods and Services 02General Operations 01Community Development 01Water and Sanitation 02Engineering/ Buildings 04Civil Eng 12Settlements 04Assets 01Non-Financial Assets (Capital Expenditure) 01Parks & Gardens 01Water and Sanitation 02Engineering/ Buildings 04Civil Eng|4.805149480514935|Approved Budget|"01Personal Emoluments 01Salaries and Wages 01Fire Services 01Parks & Gardens 01Water and Sanitation 02Engineering/ Buildings 02Mechnical Section 04Civil Eng 02Use of Goods and Services 02General Operations 01Community Development 01Water and Sanitation 02Engineering/ Buildings 04Civil Eng 12Settlements 04Assets 01Non-Financial Assets (Capital Expenditure) 01Parks & Gardens 01Water and Sanitation 02Engineering/ Buildings 04Civil Eng | - - - - - - - - - - - - - - - - - - - - - | - - - - - - - - - - - - - - - - - - - - - | 5,625,790 5,625,790 - - - - 5,625,790 - 3,928,050 3,928,050 - - - - - 102,840 102,840 - - - - | - | 4,805,149 4,805,149 3,347,838 117,830 139,091 632,544 122,911 444,934 8,169,234 8,169,234 61,680 263,624 322,217 4,956,100 45,820 330,385 330,385 86,885 145,000 50,000 48,500"|Approved Budget 2025|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/03/Approved-2025-Budget.pdf|Annual Budget
BR2025_0062|2025|Revenue|Expenditure|6 Housing and Community Amenities 007 Parks and Gardens 012 Markets and Bus Stations 017 Community Centres 026 Public Housing 029 Roads and Drainages 031 Street Lighting 034 Water Supply and Sanitation Services 041 Fire Protection Services|1.3304768503565616|Approved Budget|"6 Housing and Community Amenities 007 Parks and Gardens 012 Markets and Bus Stations 017 Community Centres 026 Public Housing 029 Roads and Drainages 031 Street Lighting 034 Water Supply and Sanitation Services 041 Fire Protection Services | (0) (0) (0) (0) (0) (0) (0) (0) (0) | (0) (0) (0) (0) (0) (0) (0) (0) | 9,656,680 515,950 - - - 6,702,570 813,105 - 1,625,055 | (0) (0) (0) (0) (0) (0) (0) (0) | 13,304,768 503,565 61,680 45,820 1,004,762 5,572,445 384,959 547,715 5,183,822"|Approved Budget 2025|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/03/Approved-2025-Budget.pdf|Annual Budget
BR2025_0063|2025|Revenue|Expenditure|Markets lighting system rehabilitated 01 Number of flood lights rehabilitated 02 Number of security lights rehabilitated|580.0|Actual|"Markets lighting system rehabilitated 01 Number of flood lights rehabilitated 02 Number of security lights rehabilitated | (0) (0) | (0) (0) | (0) (0) | (0) (0) | 5 80"|Approved Budget 2025|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/03/Approved-2025-Budget.pdf|Annual Budget
BR2025_0064|2025|Revenue|Expenditure|Bus station lighting system rehabilitated 01 Number of security lights rehabilitated|5.0|Actual|"Bus station lighting system rehabilitated 01 Number of security lights rehabilitated | (0) | (0) | (0) | (0) | 5"|Approved Budget 2025|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/03/Approved-2025-Budget.pdf|Annual Budget
BR2025_0065|2025|Revenue|Expenditure|Market shelters rehabilitated 01 Number of market shelters rehabilitated|2.0|Actual|"Market shelters rehabilitated 01 Number of market shelters rehabilitated | - | - | - | - | 2"|Approved Budget 2025|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/03/Approved-2025-Budget.pdf|Annual Budget
BR2025_0066|2025|Expenditure|Expenditure|01Personal Emoluments 01Salaries and Wages 01Cultural Affairs 01Housing and Social Services 02Use of Goods and Services 02General Operations 01General Administration 01Housing and Social Services 04Assets 01Non-Financial Assets (Capital Expenditure) 01Housing and Social Services|1.1390121139012104|Approved Budget|"01Personal Emoluments 01Salaries and Wages 01Cultural Affairs 01Housing and Social Services 02Use of Goods and Services 02General Operations 01General Administration 01Housing and Social Services 04Assets 01Non-Financial Assets (Capital Expenditure) 01Housing and Social Services | - - - - - - - - - - - | - - - - - - - - - - - | - - - - 51,338 51,338 - - 17,800 17,800 - | - | 1,139,012 1,139,012 1,047,850 91,163 2,372,744 2,372,744 194,184 2,176,836 64,655 64,655 64,655"|Approved Budget 2025|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/03/Approved-2025-Budget.pdf|Annual Budget
BR2025_0067|2025|Expenditure|Expenditure|01Personal Emoluments 01Salaries and Wages 01(cid:9)Procurement 01Administration 01Town Clerk 05Accounting 08(cid:9)Auditing 02Other Emoluments 01Administration 03Personnel Related Costs 01Establishment 02Use of Goods and Services 02General Operations 01(cid:9)Procurement 01Establishment 01Public Relations 02Mayor 02Stores 05Accounting 04Assets 01Non-Financial Assets (Capital Expenditure) 01Establishment 02Deeds 02Mayor 02Stores 04Estates 05Contracts and Licensing 08(cid:9)Auditing 05Liabilities 01 Outstanding Bills 01Administration 01Establishment|2.185985519201176|Approved Budget|"01Personal Emoluments 01Salaries and Wages 01(cid:9)Procurement 01Administration 01Town Clerk 05Accounting 08(cid:9)Auditing 02Other Emoluments 01Administration 03Personnel Related Costs 01Establishment 02Use of Goods and Services 02General Operations 01(cid:9)Procurement 01Establishment 01Public Relations 02Mayor 02Stores 05Accounting 04Assets 01Non-Financial Assets (Capital Expenditure) 01Establishment 02Deeds 02Mayor 02Stores 04Estates 05Contracts and Licensing 08(cid:9)Auditing 05Liabilities 01 Outstanding Bills 01Administration 01Establishment | - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - | - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - | 23,354,692 23,354,692 2,180,695 10,544,100 4,950,597 3,457,270 2,222,030 - - - - 8,587,975 8,587,975 161,280 - 153,000 - - 820,353 2,981,650 2,981,650 - 121,530 - - 113,000 64,500 20,950 4,853,966 4,853,966 655,000 - | - | 21,859,855 19,201,176 121,990 18,423,499 385,142 135,272 135,272 255,000 255,000 2,403,679 2,403,679 11,361,559 11,361,559 100,080 104,990 300,120 829,840 62,609 1,218,725 786,554 786,554 25,000 201,700 20,000 84,700 89,000 53,000 33,830 18,557,639 18,557,639 78,000 18,420,000"|Approved Budget 2025|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/03/Approved-2025-Budget.pdf|Annual Budget
BR2025_0068|2025|Budget|Expenditure|Financial reports prepared 01 Number of annual budget prepared 02 Number of Financial reports prepared 03 Number of Financial statements prepared|111.0|Actual|"Financial reports prepared 01 Number of annual budget prepared 02 Number of Financial reports prepared 03 Number of Financial statements prepared | - (0) (0) | - (0) (0) | - (0) (0) | - (0) (0) | 1 1 1"|Approved Budget 2025|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/03/Approved-2025-Budget.pdf|Annual Budget
BR2025_0069|2025|Revenue|Expenditure|01Personal Emoluments 01Salaries and Wages 01Revenue 02Use of Goods and Services 02General Operations 01Revenue 02ICT 03Valuation 04Assets 01Non-Financial Assets (Capital Expenditure) 01Revenue 02ICT 03Valuation|4.030947403094741|Approved Budget|"01Personal Emoluments 01Salaries and Wages 01Revenue 02Use of Goods and Services 02General Operations 01Revenue 02ICT 03Valuation 04Assets 01Non-Financial Assets (Capital Expenditure) 01Revenue 02ICT 03Valuation | - - - - - - - - - - - - - | - - - - - - - - - - - - - | - - - - - - - - - - - - - | - | 4,030,947 4,030,947 4,030,947 4,520,563 4,520,563 701,210 253,182 3,566,171 688,000 688,000 17,500 628,000 42,500"|Approved Budget 2025|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/03/Approved-2025-Budget.pdf|Annual Budget
BR2025_0070|2025|Revenue|Expenditure|Revenue Mobilisation 01 Number of revenue spot checks conducted|12.0|Actual|"Revenue Mobilisation 01 Number of revenue spot checks conducted | (0) | (0) | (0) | (0) | 12"|Approved Budget 2025|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/03/Approved-2025-Budget.pdf|Annual Budget
BR2025_0071|2025|Budget|Goods and Services|PROGRAMME/SUBPROGRAMME|2025.0|Approved Budget|"PROGRAMME/SUBPROGRAMME | 2023 BUDGET | 2024 BUDGET | 2025 BUDGET"|Approved Budget 2025|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/03/Approved-2025-Budget.pdf|Annual Budget
BR2025_0072|2025|Budget|Goods and Services|ECONOMIC CLASSIFICATION|2025.0|Actual|"ECONOMIC CLASSIFICATION | 2023 BUDGET | 2024 BUDGET | 2025 BUDGET"|Approved Budget 2025|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/03/Approved-2025-Budget.pdf|Annual Budget
BR2025_0073|2025|Expenditure|Expenditure|04Assets 01Non-Financial Assets (Capital Expenditure) 01Transport Services|3.200587320058732|Approved Budget|"04Assets 01Non-Financial Assets (Capital Expenditure) 01Transport Services | - - - | - - - | - - - | - | 3,200,587 3,200,587 3,200,587"|Approved Budget 2025|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/03/Approved-2025-Budget.pdf|Annual Budget
BR2025_0074|2025|Expenditure|Expenditure|02Use of Goods and Services 02General Operations 18Agriculture unit 19Agribusiness and Marketing 27Community Development unit 04Assets 01Non-Financial Assets (Capital Expenditure) 27Community Development unit|4.70000470000543|Approved Budget|"02Use of Goods and Services 02General Operations 18Agriculture unit 19Agribusiness and Marketing 27Community Development unit 04Assets 01Non-Financial Assets (Capital Expenditure) 27Community Development unit | - - - - - - - - | - - - - - - - - | - - - - - - - - | - | 470,000 470,000 50,000 100,000 320,000 50,000 50,000 50,000"|Approved Budget 2025|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/03/Approved-2025-Budget.pdf|Annual Budget
BR2025_0075|2025|Revenue|Expenditure|Agricultural Marketing Database created and maintained 01 Number of market visits conducted 02 Number of market bulletins compiled|5212.0|Actual|"Agricultural Marketing Database created and maintained 01 Number of market visits conducted 02 Number of market bulletins compiled | (0) (0) | (0) (0) | (0) (0) | (0) (0) | 52 12"|Approved Budget 2025|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/03/Approved-2025-Budget.pdf|Annual Budget
BR2025_0076|2025|Revenue|Goods and Services|02Use of Goods and Services 02General Operations 20Management and Support Services 21Fisheries and Livestock Marketing 22Veterinary Services 23Fisheries Unit 24Livestock Development|4.861604861609821|Approved Budget|"02Use of Goods and Services 02General Operations 20Management and Support Services 21Fisheries and Livestock Marketing 22Veterinary Services 23Fisheries Unit 24Livestock Development | - - - - - - - | - - - - - - - | - - - - - - - | - | 486,160 486,160 98,205 125,823 104,853 94,367 62,912"|Approved Budget 2025|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/03/Approved-2025-Budget.pdf|Annual Budget
BR2025_0077|2025|Revenue|Goods and Services|Market bulletins produced and disseminated 01 Number of fisheries and livestock bulletins produced and disseminated|12.0|Actual|"Market bulletins produced and disseminated 01 Number of fisheries and livestock bulletins produced and disseminated | (0) | (0) | (0) | (0) | 12"|Approved Budget 2025|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/03/Approved-2025-Budget.pdf|Annual Budget
BR2025_0078|2025|Revenue|Goods and Services|Livestock market established at Mokambo border post 01 Number of stakeholder engagement meetings conducted 02 Number of site visits conducted 03 Number of market linkages established|441.0|Actual|"Livestock market established at Mokambo border post 01 Number of stakeholder engagement meetings conducted 02 Number of site visits conducted 03 Number of market linkages established | (0) (0) (0) | (0) (0) (0) | (0) (0) (0) | (0) (0) (0) | 4 4 1"|Approved Budget 2025|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2025/03/Approved-2025-Budget.pdf|Annual Budget
BR2026_0002|2026|Revenue|Local Taxes / Rates|Local taxes/rates|1.0|Revised Budget|"01 | Local taxes/rates"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0003|2026|Revenue|Local Taxes / Rates|Commercial|9315995.0|Revised Budget|"002 | Commercial | 8,469,086 | 9,146,613 | 9,315,995"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0004|2026|Revenue|Local Taxes / Rates|Industrial|674858.0|Revised Budget|"003 | Industrial | 613,507 | 662,587 | 674,858"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0005|2026|Revenue|Local Taxes / Rates|Mining|41811033.0|Revised Budget|"005 | Mining/Plant | 34,673,000 | 41,050,832 | 41,811,033"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0006|2026|Revenue|Local Taxes / Rates||61955983.0|Revised Budget|"SubItem Total | 52,986,592 | 60,829,511 | 61,955,983"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0007|2026|Revenue|Local Taxes / Rates|Levy|238704.0|Revised Budget|"001 | Personal levy | 217,003 | 234,363 | 238,704"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0008|2026|Revenue|Local Taxes / Rates||238704.0|Revised Budget|"SubItem Total | 217,003 | 234,363 | 238,704"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0010|2026|Revenue|Fees and Charges|Fees and Charges|2.0|Revised Budget|"02 | Fees and Charges"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0011|2026|Revenue|Fees and Charges|Consent Fees|3410.0|Revised Budget|"001 | Consent fees | 3,100 | 3,348 | 3,410"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0012|2026|Revenue|Fees and Charges|Survey Fees|236500.0|Revised Budget|"002 | Survey fees | 215,000 | 232,200 | 236,500"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0013|2026|Revenue|Fees and Charges|Rent|1191630.0|Revised Budget|"007 | Rentals/lease of Council’s properties | 1,083,300 | 1,169,964 | 1,191,630"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0014|2026|Revenue|Fees and Charges|Rent|295680.0|Revised Budget|"009 | Rentals from houses | 268,800 | 290,304 | 295,680"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0015|2026|Revenue|Fees and Charges|Market Fees|1112155.0|Revised Budget|"013 | Market fees | 1,011,050 | 1,091,934 | 1,112,155"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0016|2026|Revenue|Fees and Charges|Parking Fees|52360.0|Revised Budget|"014 | Parking fees | 47,600 | 51,408 | 52,360"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0017|2026|Revenue|Fees and Charges|Other fees and charges|7188181.0|Revised Budget|"099 | Other fees and charges | 6,755,710 | 7,296,167 | 7,188,181"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0018|2026|Revenue|Fees and Charges||15737988.0|Revised Budget|"SubItem Total | 14,264,857 | 15,612,461 | 15,737,988"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0020|2026|Revenue|Fees and Charges|Licenses|3.0|Revised Budget|"03 | Licenses"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0021|2026|Revenue|Fees and Charges|Liquor licence|88000.0|Revised Budget|"002 | Liquor licence | 80,000 | 86,400 | 88,000"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0022|2026|Revenue|Fees and Charges|Petroleum Storage licence|177210.0|Revised Budget|"004 | Petroleum Storage licence | 161,100 | 173,988 | 177,210"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0023|2026|Revenue|Fees and Charges|Other Licences|84344.0|Revised Budget|"099 | Other Licences | 76,676 | 82,810 | 84,344"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0024|2026|Revenue|Fees and Charges||349554.0|Revised Budget|"SubItem Total | 317,776 | 343,198 | 349,554"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0025|2026|Revenue|Fees and Charges|Levies|4.0|Revised Budget|"04 | Levies"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0026|2026|Revenue|Fees and Charges|Levy|5907.0|Revised Budget|"004 | Pole levy | 5,370 | 5,800 | 5,907"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0027|2026|Revenue|Fees and Charges|Levy|165000.0|Revised Budget|"010 | Timber Levy | 150,000 | 162,000 | 165,000"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0028|2026|Revenue|Fees and Charges|Trading (Retail) chain stores and supermarkets|25669.0|Revised Budget|"020 | Trading (Retail) chain stores and supermarkets | 23,335 | 25,202 | 25,669"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0029|2026|Revenue|Fees and Charges|Commercial Banks|26400.0|Revised Budget|"033 | Commercial Banks | 24,000 | 25,920 | 26,400"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0030|2026|Revenue|Fees and Charges|Levies|398588.0|Revised Budget|"099 | Other levies | 167,350 | 388,588 | 398,588"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0031|2026|Revenue|Fees and Charges||2143175.0|Revised Budget|"SubItem Total | 1,651,110 | 2,077,727 | 2,143,175"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0032|2026|Revenue|Fees and Charges|Permits|5.0|Revised Budget|"05 | Permits"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0033|2026|Revenue|Fees and Charges|Health permits|1051542.0|Revised Budget|"001 | Health permits | 955,947 | 1,032,423 | 1,051,542"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0034|2026|Revenue|Fees and Charges|Burial permits and grave sites|822668.0|Revised Budget|"008 | Burial permits and grave sites | 747,880 | 807,710 | 822,668"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0035|2026|Revenue|Fees and Charges||3140845.0|Revised Budget|"SubItem Total | 2,870,814 | 3,083,739 | 3,140,845"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0036|2026|Revenue|Fees and Charges|Premium Plot Commercial|390500.0|Revised Budget|"004 | Premium Plot Commercial | 355,000 | 383,400 | 390,500"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0037|2026|Revenue|Fees and Charges||3238950.0|Revised Budget|"SubItem Total | 2,944,500 | 3,180,060 | 3,238,950"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0038|2026|Revenue|Fees and Charges||8250.0|Revised Budget|"SubItem Total | 7,500 | 8,100 | 8,250"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0039|2026|Revenue|LGEF|Local Government Equalisation Fund|14044287.0|Revised Budget|"004 | Local Government Equalisation Fund | 12,767,534 | 13,788,937 | 14,044,287"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0040|2026|Revenue|Grants||28242716.0|Revised Budget|"SubItem Total | 26,965,963 | 27,987,366 | 28,242,716"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0042|2026|Revenue|Grants||132000000.0|Revised Budget|"SubItem Total | 120,097,650 | 129,600,000 | 132,000,000"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0043|2026|Budget|Grants|No|2026.0|Approved Budget|"No | ECONOMIC CLASSIFICATION | 2024 APPROVED BUDGET (K) | 2025 APPROVED BUDGET (K) | 2026 BUDGET ESTIMATE (K)"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0044|2026|Revenue|Personal Emoluments|Rent|5.3959321444218|Approved Budget|"21 22 25 26 27 31 32 41 42 | Personal Emoluments Goods and Services Social Assistance Benefits Grants and Other Payments(Transfers) Subsidies to Non-Financial Enterprises Non-Financial Assets Financial Assets Current Liabilities (Payable within one year) Long term Liabilities- payable for more than one year | 28,984,432 23,697,736 (0) 17,462,316 17,462,316 56,217,033 (0) 4,146,453 707,513 | 34,026,359 56,623,794 10,714,844 18,586,338 18,586,338 61,395,093 (0) 18,557,639 - | 53,959,321 44,421,798 4,967,420 8,277,726 20,694,314 72,324,597 12,416,589 5,262,000 (0)"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0045|2026|Budget|Personal Emoluments|Code|2026.0|Approved Budget|"Code | Programme | 2024 Approved Budget(K) | 2025 Approved Budget(K) | 2026 Budget Estimates(K)"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0046|2026|Budget|Personal Emoluments|PROGRAMME/SUB-PROGRAMME|2026.0|Approved Budget|"PROGRAMME/SUB-PROGRAMME | 2024 BUDGET | 2025 BUDGET | 2026 BUDGET"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0047|2026|Budget|Personal Emoluments|ECONOMIC CLASSIFICATION|2026.0|Approved Budget|"ECONOMIC CLASSIFICATION | 2024 BUDGET | 2025 BUDGET | 2026 BUDGET"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0048|2026|Expenditure|Expenditure|02Use of Goods and Services 02General Operations 03Transfers 01Transfers 02Subsidies 04Assets 01Non-Financial Assets (Capital Expenditure) 02Financial Assets|1.6626078166260785|Approved Budget|"02Use of Goods and Services 02General Operations 03Transfers 01Transfers 02Subsidies 04Assets 01Non-Financial Assets (Capital Expenditure) 02Financial Assets | 4,595,346 4,595,346 34,924,632 17,462,316 17,462,316 52,386,948 52,386,948 - | - - - - - - - - | 15,242,764 | - | 16,626,078 16,626,078 28,972,040 8,277,726 20,694,314 74,499,532 62,082,943 12,416,589"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
BR2026_0049|2026|Budget|Expenditure|PROGRAMME/SUBPROGRAMME|2026.0|Approved Budget|"PROGRAMME/SUBPROGRAMME | 2024 BUDGET | 2025 BUDGET | 2026 BUDGET"|Approved Budget 2026|https://www.mufuliracouncil.gov.zm/wp-content/uploads/2026/08/Mufulira-2026-OBB-Budget-17.12.2025.pdf|Annual Budget
