Constituency|Project_No|Ward|Project_Name|Sector|Scope_of_Work|Quantity|Location|Proposed_Date|Engineers_Estimate_ZMW|Approved_Amount_ZMW|Justification|Source_File|Duration_Weeks
Kankoyo|8|LUANSOBE|"KANGWA NSULUJDRILLING OF SOLAR | WATER & DRILL SOLAR POWERED BOREHOLE DRILLING,"|EDUCATION|"KANGWA NSULUJDRILLING OF SOLAR | WATER & DRILL SOLAR POWERED Borehole drilling, installation of RIVERSIDE | 12 weeks 300,000.00 300,000.00 | There was no availability of water in the area POWERED BOREHOLE | SANITATION BOREHOLE submersible pump, construction of a |NEW PLOTS hence, the need for the borehole to be drilled steel tank stand, pipe work and in the area so that people can have access electrical(solar) installations to water 9|LUANSOBE CONSTRUCTION OF AN | EDUCATION CONSTRUCTION OF AN Excavations, substructure, MUYA 20 weeks 650,000.00 650,000.00 | There were no decent toilets at the school Reece Mayn AL ABLUTION BLOCK AT superstructure work, roofing, PRIMARY hence, the need for an ablution block to be PRIMARY SCHOOL 16.5mx5.6m MUYA PRIMARY electricals, metal work, Carpentry and |SCHOOL built so that Learners can have decent SCHOOL Joinery, finishes, painting, plumbing toilets. and external work 10|LUANSOBE CONSTRUCTION OF AN | EDUCATION CONSTRUCTION OF AN Excavations, substructure, NSATO 20 weeks 650,000.00 650,000.00 | There were no decent toilets at the school Re SaeSGHTNEaRe AT ABLUTION BLOCK AT superstructure work, roofing, PRIMARY hence, the need for an ablution block to be PRIMARY SCHOOL 16.5mx5.6m Nsato PRIMARY electricals, metal work, Carpentry and | SCHOOL built so that Learners can have decent SCHOOL Joinery, finishes, painting, plumbing toilets. 11|LUANSOBE COMPLETION OF AN EDUCATION COMPLETION OF AN ABLUTION |Plumbing works , soakway and septic |SALUMINGO |12 weeks 220,000.00 170,000.00 |The Ablution Block being constructed at the ee Disc reneny BLOCK AT SALUMINGO tank and electricals PRIMARY school was not completed hence, the need SCHOOL PRIMARY SCHOOL SCHOOL for it to be completed so that the school has [ decent toilets"||||300000.0|300000.0||Kankoyo-Comm-Projects.pdf|12.0
Kankoyo|12|LUANSOBE||ROAD & CONSTRUCTION|"LUANSOBE CONSTRUCTION OF A MARKET & BUS CONSTRUCTION OF A MARKET|CONSTRUCTION OF A 15X10 M LUANSOBE [26 weeks 2,999,341 .80 1,980,000.00 | There was no market, ablution block and eee on Bicone sun [STATIONS AT LUANSOBE, ABLUTION MARKET OF 36 CAPACITY water reticulation in the area hence, the WATER RETICULATION BLOCK AND WATER Excavations, substructure, need for these to be built so that people in SYSTEM (15X10M RETICULATION SYSTEM superstructure work, roofing, the community can have a market and MARKET OF 36 (15X10M MARKET OF 36 electricals, metal work,plumbing, access to clean sanitation. CAPACITY) CAPACITY) Carpentry, and Joinery, glazing, finishes, painting, plumbing works and external work,Borehole drilling, installation of submersible pump, construction of a steel tank stand, pipe work and electrical(solar) installations 13] LUANSOBE Desks at Luasobe EDUCATION Procurement of 90 desks Procurement of 90 desks Luasobe 12 weeks 198,000.00 198,000.00 |The desks at the school were not enough for combined’ schoo! combined the pupils there hence, the need for school procurement of desks so that the school has enough desks to cater for all the pupils. 14|LUANSOBE Desks at Luasobe EDUCATION Procurement of 60 desks Procurement of 60 desks Luasobe 12 weeks 132,000.00 132,000.00 |The desks that the school had were not community school community enough to cater for all the pupils at the school school hence, the need for procurement of desks so that the school has enough desks for all the pupils. 15|BUNTUNGWA _ {CONSTRUCTION OF AN |EDUCATION CONSTRUCTION OF AN Excavations, substructure, CHIBOLYA —|20 weeks 550,000.00 |The school had no decent toilets for the pone aa Bue ABLUTION BLOCK superstructure work, roofing, PRIMARY pupils hence, the need for an ablution block Chibolya Primary School electricals, metal work, Carpentry and |SCHOOL to be built so that pupils can have access to Joinery, finishes, painting, plumbing clean, decent toilets : and external work. 16|BUNTUNGWA _ |CONSTRUCTION OF ROAD & CONSTRUCTION OF Excavations, formwork,Stone CHIBOLYA 24 weeks 1,850,000.00 850,000.00 |Chibolya had no drainages for good Feet DRAINAGE in CONSTRUCTION DRAINAGES pitching, Copping and grouting passage of water hence, the need for construction of drainages so that there will no longer be flooding incidents and water stagnation in the community. 17|BUNTUNGWA __ {PAVING OF 400m2 at MARKET & BUS PAVING OF CHIBOLYA Earth works, paving and kerb stone CHIBOLYA 25 weeks 3,174,000.00 800,000.00 |Chibolya had... CORP RE ANA nERREy [STATIONS TRADING CENTRE AND TRADING MARKET il aa 18] BUNTUNGWA __ |PAINTING OF THE SOCIAL WELFARE — |PAINTING OF THE KITCHEN , Painting works and procurement of CHIBOLYA 12 weeks 150,000.00 150,000.00 |Chibolya Old People's Home kitchen wall ROCUR MENTOR PROCUREMENT OF STOVE stove and deep freezer OLD was in a bad state with no stove and deep STOVE AND DEEP AND DEEP FREEZER PEOPLE'S freezer for the old people hence, the need FREEZER HOME for the kitchen wall to be painted, stove and deep freezer. 19]KWACHA DRILLING OF 4 WATER & DRILLING 2 BOREHOLES Borehole drilling, installation of NSUNGENI 12 weeks 300,000.00 300,000.00 |The community school had no access to ROCHON CONMUNITY SANITATION submersible pump, construction of a. |COMMUNITY water hence, the need for the drilling of two SCHOOL steel tank stand, pipe work and SCHOOL boreholes at the school so that there is electrical(solar) installations availability of water. 20| BUFUKE DRILLING OF SOLAR | WATER & SANITATIO|DRILLING OF SOLAR Borehole drilling, installation of SECTION B |12 weeks 300,000.00 300,000.00 | There was no availability of water in the area COE OLE Hl sReTON PROPELLED BOREHOLE submersible pump, construction of a hence, the need for a borehole so that B steel tank stand, pipe work and people can have access to water electrical(solar) installations 21/BUFUKE CONSTRUCTION OF COMMUNITY DEVELC/CONSTRUCTION OF BUS Excavations, substructure, BUTONDO 14 weeks 190,000.00 190,000.00 | There was no bus shelter for travellers peptic anes STATION SHELTER superstructure work, roofing, MAIN BUS hence, the need for one to be constructed STATION Carpentry and Joinery, finishes, STATION so that travellers can have a bus shelter. painting and external work 22|BUTONDO COMPLETION OF MARKET & BUS COMPLETION OF PAVING OF Earth works, paving and kerb stone BUTONDO MA\25 weeks 450,000.00 450,000.00 | The Paving works at the market were not ip cdl BUTONDO | STATIONS BUTONDO MARKET completed hence the need for completion so that the pavina_of the market is done. 23/ JOHN KAMPENG OR EHORE WATER & SANITATIO/DRILLING OF SOLAR Borehole drilling, installation of JOHN KAMPEN 12 weeks 600,000.00 300,000.00 | There was no availability of water in the PROPELLED BOREHOLE submersible pump, construction of a steel tank stand, pipe work and electrical(solar) installations area, hence, the need for one solar propeliled borehole to be constructed so that people have water."||||1980000.0|198000.0||Kankoyo-Comm-Projects.pdf|26.0
Kankoyo|24|ALL WARDS|REHABILITATION OF AN|HEALTH|"REHABILITATION OF AN HEALTH REHABILITATION OF AN JOHN ares Demolitiion,painting, metal work, floor |CHIBOLYA 20 weeks 300,000.00 350,000.00 | The ablution block at the clinic was in a very prrartien rae ABLUTION BLOCK AT finish, plumbing , carpentry and CLINIC bad state hence, the need to rehabilitate it CHIBOLYA CLINIC external works so that the clinic has a decent ablution block | 25|JOHN KAMPENG|CONSTRUCTION OF AN | HEALTH CONSTRUCTION OF AN Excavations, substructure, CHIBOLYA 16 weeks 120,000.00 120,000.00 | The clinic had no incernerator hence, the Ce eaten sani et INCERNARATOR AT CHIBOLYA |superstructure work, roofing, metal |CLINIC need for it to be constructed so that the CLINIC work, Carpentry and Joinery, finishes, clinic has one painting and external work 26| Joint PROCUREMENT OF PROCUREMENT OF TENTS, Procurement of tents , chairs Pa 4 weeks 160,440.00 160,000.00 | There was no tents, chairs and PA Systems (CONSTITUENCI Heelies PA CHAIRS AND PA SYSTEMS FOR |systems for CDF functions hence, the need to ES) FUNCTIONS CDF FUNCTIONS procure them so as to enable effective sensitization of the community pertaining to CDF. 27} Joint RENOVATION AND PUBLIC INFRASTRUCTURE Demolition, painting, metal work, COMMITTEE ‘|20 weeks 317,182.36 150,000.00 | The committee room was in a very bad state (CONSTITUENCI OPAL ROOK plumbing , sealing of the roof , ROOM hence, the need to rehabilitation it so that it ES) carpentry and external works is conducive"||||300000.0|350000.0||Kankoyo-Comm-Projects.pdf|20.0
Kankoyo|28|ALL WARDS|"| JOINT CDF RADIO SHOWS COUNCIL MEDIA SECTOR"|COUNCIL|"| Joint CDF RADIO SHOWS COUNCIL Media Sector All Wards 24 weeks 400,000.00 400,000.00 |People were not aware of what CDF (CONSTITUENCI encompasses hence, this will increase ES) awareness in people pertaining to CDF projects"||||400000.0|400000.0||Kankoyo-Comm-Projects.pdf|24.0
Kankoyo|29|ALL WARDS|JOINT PROCUREMENT OF A JOINTLY PROCUREMENT OF A JOINTLY FUNDED|ROADS|"Joint Procurement of a jointly Procurement of a jointly funded All Wards 12 weeks 3,832,640.00 900,000.00 | There was no Tipper available to use in road (CONSTITUENC] |funded grader grader works hence, the need for one so that road ES) works are carried out effectively"||||3832640.0|900000.0||Kankoyo-Comm-Projects.pdf|12.0
Kankoyo|30|JOINT WARDS||COUNCIL|"Joint Wards Procurement of 40 tone Procurement of 40 tone tipper All Wards 12 weeks 2,700,000.00 2,700,000.00 | There was no Tipper available to use in road tipper works hence, the need for one so that road works are carried out effectively 16,629,400.00 LIRA MUNI COUNCIL"||||2700000.0|2700000.0||Kankoyo-Comm-Projects.pdf|12.0
Kankoyo|08|ALL WARDS|DEC 2025 SAS oT On CLERK ACC sae sans erm meen, MUFULIRA wie CIPAL|ROADS|DEC 2025 SAS oT On CLERK ACC sae sans erm meen, MUFULIRA wie CIPAL||||738594.66|1429924.55||Kankoyo-Comm-Projects.pdf|14.6
Mufulira Central|1|ALL WARDS|"|CONSTRUCTION SITE CLEARING, ROAD & ROAD GOING TO 20TH MARCH, 204 BWANANYINA |SI"|ROADS|"|CONSTRUCTION Site Clearing, ROAD & Road going to 20TH MARCH, 204 Bwananyina |Site Clearing, 24 weeks 1,380,000.00 811,700.60 | There was no OF FOOT BRIDGE | Substructure,Superstructure| CONSTRUCTI |Kalindini Substructure, Superstru footbridge to enable linking Kalindini Fabrication and installation |ON cture,Fabrication and people connect going of handrails and painting installation of handrails to Kalindini hence the and decoration and painting and need for a footbridge to decoration be built so that people can safely walk to the other side."||||1380000.0|811700.6||Mufulira-Central-Comm-Projects.pdf|24.0
Mufulira Central|2|ALL WARDS|"|DRILLING OF 2 BOREHOLE DRILLING, ELECTRICAL |WATERAND /|KANSUSWA 20TH MARCH, 20"|ROADS|"|DRILLING OF 2 Borehole drilling, electrical |WATERAND /|Kansuswa 20TH MARCH, 207 Kansuswa Borehole drilling, 12 weeks 600,000.00 600,000.00 | There was no BOREHOLES works(solar installation), SANITATION electrical works(solar availability of water Plumbing works, installation installation), Plumbing hence, the need for of 10 litre tank, fabrication works, installation of 10 boreholes to be drilled and installation of a tank litre tank, fabrication to provide people with stand. and installation of a water tank stand."||||600000.0|600000.0||Mufulira-Central-Comm-Projects.pdf|12.0
Mufulira Central|3|ALL WARDS|"|PROCUREMENT & BOREHOLE DRILLING, INSTALLATION |\WATER AND |CHACHACHA 20TH MARCH"|ROADS|"|PROCUREMENT & Borehole drilling, Installation |\WATER AND |Chachacha 20TH MARCH, 204Chachacha_ {Borehole drilling, 12 weeks 900,000.00 450,000.00 | There was no DRILLING OF 3 of hand pump indian mark |SANITATION Installation of hand availability of water HAND PUMPS Il, Civil works. pump indian mark Il, hence, the need for BOREHOLES Civil works. boreholes to be drilled to provide people with water"||||900000.0|450000.0||Mufulira-Central-Comm-Projects.pdf|12.0
Mufulira Central|4|ALL WARDS|"|CONSTRUCTION EXCAVATIONS, SUBSTRUCTURE, ["|EDUCATION|"|CONSTRUCTION Excavations, substructure, [EDUCATION |Mukuba 21st MARCH, 202¢ Mutundu Excavations, 20 weeks 1,400,000.00 ‘There was inadequate OF 2 HOSTELS - superstructure work, Secondary School substructure, boarding infrastructure BOARDING roofing, electricals, superstructure work, hence, the need for FACILITIES AT plumbing, metal work, roofing, electricals, hostels to be built at MUKUBA DAY SCH |Carpentry and Joinery, plumbing, metal work, the school to (COMMUNITY glazing, finishes, painting Carpentry and Joinery, accommodate all the BASED) and external work glazing, finishes, students painting and external work"||||738594.66|1400000.0||Mufulira-Central-Comm-Projects.pdf|20.0
Mufulira Central|5|ALL WARDS|"|OPENING OF (2) CLEARING AND GRUBBING, ROAD |ROAD & FROM THE 20TH MARCH, 204CHAC"|ROADS|"|OPENING OF (2) Clearing and grubbing, road |ROAD & FROM THE 20TH MARCH, 204Chachacha /|Clearing and grubbing, |12 weeks 1,746,150.00 - | There was no clear ROADS 3.5KM IN formation (wet formation), _|CONSTRUCTI |ROAD JOINING 4 road formation (wet tarred road hence the FRANCIS MUKUKA |compaction, dumping of ON NGWEE AND formation), compaction, need for the road to be laterite, spreading, watering FROM LUVALE dumping of laterite, worked on and compaction ROAD TO spreading, watering COUNCIL ADMIN and compaction OFFICES"||||738594.66|1746150.0||Mufulira-Central-Comm-Projects.pdf|12.0
Mufulira Central|6|ALL WARDS|"|PROCUREMENT & |BOREHOLE DRILLING, INSTALLATION |\WATER AND |KASEMPA | KASEMPA B"|ROADS|"|PROCUREMENT & |Borehole drilling, Installation |\WATER AND |Kasempa | Kasempa Borehole drilling, 12 weeks 300,000.00 300,000.00 | There was no DRILLING OF 2 of hand pump indian mark |SANITATION Installation of hand availability of water HAND PUMPS Il, Civil works. pump indian mark Il, hence, the need for BOREHOLES Civil works. boreholes to be drilled to provide people with"||||300000.0|300000.0||Mufulira-Central-Comm-Projects.pdf|12.0
Mufulira Central|7|ALL WARDS|"|REHABILITATION — /BOREHOLE DRILLING, ELECTRICAL |WATERAND |TWASHUKA KASEMPA BOR"|ROADS|"|REHABILITATION — /Borehole drilling, electrical |WATERAND |Twashuka Kasempa Borehole drilling, 16 weeks 400,000.00 400,000.00 | There was no OF SEWER LINE works(solar installation), SANITATION | |Primary School electrical works(solar availability of water AND DRILLING OF |Plumbing works, installation installation), Plumbing hence, the need for BOREHOLE AT of 10 litre tank, fabrication works, installation of 10 boreholes to be drilled TWASHUKA and installation of a tank litre tank, fabrication to provide people with PRIMARY SCHOOL |stand. and installation of a water tank stand."||||400000.0|400000.0||Mufulira-Central-Comm-Projects.pdf|16.0
Mufulira Central|8|ALL WARDS|"|DRILLING OF 3 BOREHOLE DRILLING, INSTALLATION| WATER AND |KAPOLOPOLO, | KAFUE B"|ROADS|"|DRILLING OF 3 Borehole drilling, Installation| WATER AND |KAPOLOPOLO, | Kafue Borehole drilling, 12 weeks 900,000.00 450,000.00 | There was no HANDPUMP of hand pump indian mark |SANITATION |KABANANA & Installation of hand availability of water BOREHOLES ll, Civil works. LUANSHIMBA pump indian mark Il, hence, the need for AREAS Civil works. boreholes to be drilled to provide people with water"||||900000.0|450000.0||Mufulira-Central-Comm-Projects.pdf|12.0
Mufulira Central|9|ALL WARDS|"|CONSTRUCTION EXCAVATIONS, SUBSTRUCTURE, |HOME KAWAMA WEST KAWAMA EXCAVATIONS,"|ROADS|"|CONSTRUCTION Excavations, substructure, |HOME Kawama West Kawama Excavations, 20 weeks 1,976,160.00 1,000,000.00 | There was no police OF POLICE POST _/|superstructure work, AFFAIRS West substructure, post in the area hence, roofing, electricals, superstructure work, the need for a police plumbing, metal work, roofing, electricals, post to be built so as to Carpentry and Joinery, plumbing, metal work, enhance security in the glazing, finishes, painting Carpentry and Joinery, area and external work Borehole glazing, finishes, drilling, electrical painting and external works(solar installation), work Borehole drilling, Plumbing works, installation electrical works(solar of 10 litre tank, fabrication installation), Plumbing and installation of a tank works, installation of 10 stand. litre tank, fabrication and installation of a tank stand."||||1976160.0|1000000.0||Mufulira-Central-Comm-Projects.pdf|20.0
Mufulira Central|10|ALL WARDS|"|DRILLING OF 3 BOREHOLE DRILLING, INSTALLATION] WATER AND |KAMUCHANGA KAMUCHANGA"|ROADS|"|DRILLING OF 3 Borehole drilling, Installation] WATER AND |Kamuchanga Kamuchanga | Borehole drilling, 12 weeks 450,000.00 450,000.00 | There was no HANDPUMP of hand pump indian mark |SANITATION |ward 6 ward 6 Installation of hand availability of water BOREHOLES Il, Civil works. pump indian mark II, hence, the need for Civil works. boreholes to be drilled to provide people with water"||||450000.0|450000.0||Mufulira-Central-Comm-Projects.pdf|12.0
Mufulira Central|11|ALL WARDS|"|PURCHASE OF PROCUREMENT OF AN ELECTRIC |WATERAND_ |KAMUCHANGA KAMUCHANGA | PROC"|ROADS|"|PURCHASE of Procurement of an electric |WATERAND_ |Kamuchanga Kamuchanga | Procurement of an 8 weeks 152,000.00 60,000.00 | There was no ELECTRICAL PUMP |Pump and 10,000 litres SANITATION — |ward 6 ward 6 electric Pump and availability of water AND 10,000.00 LTR |Tanks 10,000 litres Tanks hence, the need for TANK boreholes to be drilled to provide people with water"||||152000.0|60000.0||Mufulira-Central-Comm-Projects.pdf|8.0
Mufulira Central|12|ALL WARDS|"|PURCHASE AND PURCAHSE AND INSTALLATION OF | HEALTH KAMUCHANGA 22ND MARCH, 202)"|HEALTH|"|PURCHASE AND Purcahse and installation of | HEALTH Kamuchanga 22nd MARCH, 202)All Wards Pircahse and 14weeks 850,000.00 900,000.00 | There was no X-ray INSTALLATION OF {the Digital X-Ray Machine District installation of the machine at the THE DIGIT X-RAY Digital X-Ray Machine Hospital hence, the MACHINE AT need to purchase one KAMUCHANGA so as to priortize GENERAL people's health"||||850000.0|900000.0||Mufulira-Central-Comm-Projects.pdf|14.0
Mufulira Central|13|ALL WARDS|"|PURCHASE AND PURCAHSE AND INSTALLATION OF | HEALTH KAMUCHANGA 23RD MARCH, 202!"|HEALTH|"|PURCHASE AND Purcahse and installation of | HEALTH Kamuchanga 23rd MARCH, 202! All Wards Pircahse and 14weeks 380,000.00 380,000.00 | There was no ultra- INSTALLATION OF |the Ultra Sound Machine District installation of the Ultra sound machine at the THE ULTRA SOUND Sound Machine Hospital hence, the MACHINE need to purchase one so as to priortize people's health"||||380000.0|380000.0||Mufulira-Central-Comm-Projects.pdf|14.0
Mufulira Central|14|ALL WARDS|"| PURCHASE OF PURCHASE OF DESKS AT"|EDUCATION|"| PURCHASE OF Purchase of desks at EDUCATION _ |Kalukanya 25th MARCH, 202! Kasempa “sche of desks at |14weeks 85,000.00 85,000.00 | There were DESKS AT Kalukanya Secondary School Kalukanya inadequate desks at KALUKANYA the school hence, the need to procure desks so that the desks can accommodate all the students"||||85000.0|85000.0||Mufulira-Central-Comm-Projects.pdf|14.0
Mufulira Central|15|ALL WARDS|"| INSTALLATION OF |DEMOLITION,EARTHWORKS, ROAD & FRANCIS MUKUKA |26TH MARCH, 202"|ROADS|"| INSTALLATION OF |Demolition,Earthworks, ROAD & Francis Mukuka |26th MARCH, 202! Chachacha |Earthworks, concrete /|14weeks 600,000.00 600,000.00 | There were no piped"||||600000.0|600000.0||Mufulira-Central-Comm-Projects.pdf|14.0
Mufulira Central|2|ALL WARDS|"LINES OF 900MM |concrete works and steel CONSTRUCTI works and steel works culvat"|ROADS|"LINES OF 900MM |concrete works and steel CONSTRUCTI works and steel works culvates installed PIPED CULVATES [works installation of pipe ON hence, the need for AT FRANCIS culverts, Backffiling in them to be installed for MUKUKA layers. the construcion of the (CONSTRUCTION bridge OF BRIDGE IN"||||738594.66|1429924.55||Mufulira-Central-Comm-Projects.pdf|14.6
Mufulira Central|16|ALL WARDS|"| CONSTRUCTION DEMOLITION, EARTHWORKS, ROAD & KALUKANYA 27TH MARCH, 202! HANKY K"|ROADS|"| CONSTRUCTION Demolition, Earthworks, ROAD & Kalukanya 27th MARCH, 202! Hanky Kalang)Earthworks, concrete |24 weeks 1,400,000.00 1,500,000.00 | There was no bridge OF A BRIDGE ON _ {concrete works and steel CONSTRUCTI |Hosusing works and steel works linking kawama west THE ROAD FROM _ works, Installation of portal |ON and kalukanya hence KAWAMA WEST TO |culverts. the need for a bridge to KALUKANYA be constructed so as to HOUSING enable people safely"||||1400000.0|1500000.0||Mufulira-Central-Comm-Projects.pdf|24.0
Mufulira Central|17|ALL WARDS|"| CONSTRUCTION EARTHWORKS, CONCRETE WORKS |ROAD & ROAD FROM MINI | 28TH MARCH, 2"|ROADS|"| CONSTRUCTION Earthworks, concrete works |ROAD & Road from Mini | 28th MARCH, 2024 Bwananyina |Earthworks, concrete |25 weeks 1,233,000.00 1,333,000.00 | There was no bridge OF A BRIDGE and steel works, Installation |CONSTRUCTI |Hospital works and steel works to enable people to BEHIND MINI of portal culverts. ON safely connect to the HOSPITAL ROAD hospital hence, the need for a bridge to be constructed for people to have easy access to the hospital"||||1233000.0|1333000.0||Mufulira-Central-Comm-Projects.pdf|25.0
Mufulira Central|18|ALL WARDS|"| CONSTRUCTION EXCAVATIONS, SUBSTRUCTURE, |"|HEALTH|"| CONSTRUCTION Excavations, substructure, |HEALTH Kawama East 20TH MARCH ,204 Bwananyina |Excavations, 25 weeks 1,310,400.00 1,454,000.00 | There was no OF MORTUARY superstructure work, Mini Hospital substructure, mortuary,shelter and AND KITCHEN roofing, electricals, superstructure work, mourners's shelter for AND MOURNERS plumbing, metal work, roofing, electricals, the hospital hence the SHELTER AT Carpentry and Joinery, plumbing, metal work, need for these to built KAWAMA EAST glazing, finishes, painting Carpentry and Joinery, to accommodate HOSPITAL and external work glazing, finishes, people properly painting and external"||||1310400.0|1454000.0||Mufulira-Central-Comm-Projects.pdf|25.0
Mufulira Central|19|ALL WARDS|"| PROCUREMENT SUPPLY AND FITTING OF 2X6"|HEALTH|"| PROCUREMENT Supply and fitting of 2x6 HEALTH Kawama East 20TH MARCH ,204 Bwananyina_ | Supply and fitting of 974,400.00 750,000.00 | There were AND INSTALLATION | mortuary fridges Mini Hospital 2x6 mortuary fridges inadequate mortuary OF MORTUARY fridges to FRIDGES 2X6 accommodate dead bodies coming in hence, the need for more mortuary fridges"||||974400.0|750000.0||Mufulira-Central-Comm-Projects.pdf|14.6
Mufulira Central|20|ALL WARDS|"| GRADING OF CLEARING AND GRUBBING, ROAD |ROAD & NDEKE 21ST MARCH ,202¢ DAVID LU"|ROADS|"| GRADING OF Clearing and grubbing, road |ROAD & Ndeke 21st MARCH ,202¢ David Lunda |Clearing and grubbing, |20 weeks 3,493,350.00 - | There roads were not SELECTED ROADS |formation (wet formation), _|CONSTRUCTI road formation (wet being worked on and compaction, dumping of ON formation), compaction, hence, the need for laterite, spreading, watering dumping of laterite, them to be worked on and compaction spreading, watering so that David Lunda and compaction has a good road network"||||738594.66|3493350.0||Mufulira-Central-Comm-Projects.pdf|20.0
Mufulira Central|21|ALL WARDS|"| DRILLING OF BOREHOLE DRILLING, INSTALLATION |WATER AND |NDEKE AND EASTLY |21ST"|ROADS|"| DRILLING OF Borehole drilling, Installation |WATER AND |Ndeke and Eastly |21st MARCH ,202! David Lunda | Borehole drilling, 12 weeks 300,000.00 300,000.00 | There was no BOREHOLES 2 of hand pump indian mark |SANITATION Installation of hand availability of water HAND PUMPS Il, Civil works. pump indian mark Il, hence, the need for Civil works. boreholes to be drilled to provide people with water"||||300000.0|300000.0||Mufulira-Central-Comm-Projects.pdf|12.0
Mufulira Central|22|ALL WARDS|"| PROCUREMENT Purchase of Tents COMMUNITY |kamuchanga, 21st MARCH ,202{ Kamuchan"|ROADS|"| PROCUREMENT Purchase of Tents COMMUNITY |kamuchanga, 21st MARCH ,202{ Kamuchanga | Purchase of Tents la weeks 200,000.00 200,000.00 | There were no tents OF FOUR(4) TENTS DEVELOPMEN |chachacha, , chachacha, community gatherings T kasempa, and kasempa, hence, the need for kansuswa and purchase of tents to kansuswa enable people to put up tents whenever they are gathering"||||200000.0|200000.0||Mufulira-Central-Comm-Projects.pdf|14.6
Mufulira Central|23|ALL WARDS|"|CONSTRUCTION CONSTRUCTION OF A JOINT ROAD & KANTANSHI EXTENSI|20TH MARCH, 20//"|ROADS|"|CONSTRUCTION construction of a joint ROAD & Kantanshi Extensi|20TH MARCH, 20//All Wards Site clearing, 8 weeks 1,100,000.00 | 1 100,000.00 | There was no bridge OF A BRIDGE TO funded bridge to connect CONSTRUCTI Substructure, connecting Mufuira CONNECT Mufulira mall and kantashi |ON superstructure, extension residents to MUFULIRA MALL Constituency concrete works, the Mufulira Mall hence AND KANTASHI plastering, painting, the need for the EXTENSION PLOTS finishes, capentry and construction of the joinery, external works bridge to enable the residents to connect easily"||||1100000.0|100000.0||Mufulira-Central-Comm-Projects.pdf|8.0
Mufulira Central|24|ALL WARDS|"|PROCUREMENT OF |PROCUREMENT OF A JOINTLY"|ROADS|"|PROCUREMENT OF |Procurement of a jointly All Wards |20TH March, 2025) All Wards Purchase of Grader 8weeks 1,280,000.00 1,280,000.00 | There was no grader THE GRADER funded grader to be used for efficient road works being carried out in Mufulira | hence, the need for the purchase of the grader to be used for road works"||||1280000.0|1280000.0||Mufulira-Central-Comm-Projects.pdf|8.0
Mufulira Central|25|ALL WARDS|"|PROVISION FOR CDF RADIO SHOWS CIVIC CENTRE 20TH FABRUARY, 20)"|ROADS|"|PROVISION FOR CDF RADIO SHOWS Civic Centre 20TH Fabruary, 20)All Wards Sensitization of the 24 weeks 400,000.00 400,000.00 | People were not fully CDF RADIO SHOW Community on CDF aware of CDF hence, the need for radio shows to sensitize | Total 16,203,700.60 Peseta me atheurmtene teeter cemetery nig Prey POWN CLERK © OX 40796, MUFULIRA"||||400000.0|400000.0||Mufulira-Central-Comm-Projects.pdf|24.0
